# nom	categorie	source — genere par tools/generer_index_hpcf.py
Sony WF-SP700N	HMS II.3 in-ear	Rtings
Sony WF-SP800N	711 in-ear	crinacle
Sony WF-SP800N	HMS II.3 in-ear	Rtings
Sony WF-XB700	711 in-ear	crinacle
Sony WF-XB700	in-ear	oratory1990
Sony WF-XB700	HMS II.3 in-ear	Rtings
Sony WH-1000XM2	over-ear	oratory1990
Sony WH-1000XM2	HMS II.3 over-ear	Rtings
Sony WH-1000XM3	over-ear	oratory1990
Sony WH-1000XM3	HMS II.3 over-ear	Rtings
Sony WH-1000XM3	over-ear	Super Review
Sony WH-1000XM3 (ANC off)	over-ear	Kuulokenurkka
Sony WH-1000XM3 (ANC on)	over-ear	Kuulokenurkka
Sony WH-1000XM4	GRAS 43AG-7 over-ear	crinacle
Sony WH-1000XM4	over-ear	oratory1990
Sony WH-1000XM4	Bruel & Kjaer 5128 over-ear	Rtings
Sony WH-1000XM4 (ANC Off)	over-ear	HypetheSonics
Sony WH-1000XM4 (ANC on)	over-ear	HypetheSonics
Sony WH-1000XM5	over-ear	oratory1990
Sony WH-1000XM5	Bruel & Kjaer 5128 over-ear	Rtings
Sony WH-1000XM5	over-ear	Super Review
Sony WH-1000XM6	over-ear	Kuulokenurkka
Sony WH-1000XM6	over-ear	Super Review
Sony WH-1000XM6 (analog cable)	over-ear	Super Review
Sony WH-CH400	HMS II.3 over-ear	Rtings
Sony WH-CH500	HMS II.3 over-ear	Rtings
Sony WH-CH510	over-ear	oratory1990
Sony WH-CH510	HMS II.3 over-ear	Rtings
Sony WH-CH520	HMS II.3 over-ear	Rtings
Sony WH-CH700N	HMS II.3 over-ear	Rtings
Sony WH-CH710N	HMS II.3 over-ear	Rtings
Sony WH-CH720N	Bruel & Kjaer 5128 over-ear	Rtings
Sony WH-H900N	over-ear	oratory1990
Sony WH-H900N	HMS II.3 over-ear	Rtings
Sony WH-H910N	HMS II.3 over-ear	Rtings
Sony WH-XB700	HMS II.3 over-ear	Rtings
Sony WH-XB900N	HMS II.3 over-ear	Rtings
Sony WH-XB910N	Bruel & Kjaer 5128 over-ear	Rtings
Sony WI-1000X	in-ear	oratory1990
Sony WI-1000X	HMS II.3 in-ear	Rtings
Sony WI-1000XM2	HMS II.3 in-ear	Rtings
Sony WI-C100	in-ear	Kazi
Sony WI-C200	HMS II.3 in-ear	Rtings
Sony WI-C300	HMS II.3 in-ear	Rtings
Sony WI-C310	HMS II.3 in-ear	Rtings
Sony WI-C400	HMS II.3 in-ear	Rtings
Sony WI-C600N	HMS II.3 in-ear	Rtings
Sony WI-SP500	HMS II.3 in-ear	Rtings
Sony WI-SP600N	HMS II.3 in-ear	Rtings
Sony WI-XB400	HMS II.3 in-ear	Rtings
Sony XBA-300	711 in-ear	crinacle
Sony XBA-40	711 in-ear	crinacle
Sony XBA-A2	in-ear	RikudouGoku
Sony XBA-A3	711 in-ear	crinacle
Sony XBA-A3	in-ear	RikudouGoku
Sony XBA-A3	in-ear	Super Review
Sony XBA-A3 (modded)	711 in-ear	crinacle
Sony XBA-H3	711 in-ear	crinacle
Sony XBA-H3	in-ear	oratory1990
Sony XBA-N1	in-ear	oratory1990
Sony XBA-N3	in-ear	Jaytiss
Sony XBA-N3	in-ear	oratory1990
Sony XBA-N3	in-ear	Super Review
Sony XBA-N3AP	711 in-ear	crinacle
Sony XBA-N3AP	in-ear	RikudouGoku
Sony XBA-Z5	711 in-ear	crinacle
Sony XBA-Z5	in-ear	Innerfidelity
Sony XBA-Z5	in-ear	RikudouGoku
Sony XEA20 Xperia Ear Duo	earbud	oratory1990
Soranik Bastille-R	711 in-ear	crinacle
Soranik Bastille-V	711 in-ear	crinacle
Soranik ION-4 (Vietnamese domestic market edition)	711 in-ear	crinacle
Soranik SK3	711 in-ear	crinacle
Soranik SP3	711 in-ear	crinacle
Soranik SP3 SE	711 in-ear	crinacle
Soratune YI01	in-ear	ToneDeafMonk
Soul by Ludacris SL100	over-ear	Innerfidelity
Soul by Ludacris SL150	over-ear	Innerfidelity
Soul by Ludacris SL300	over-ear	Innerfidelity
Soul Combat	over-ear	Innerfidelity
Soul Jet Pro ANC Off	over-ear	Innerfidelity
Soul Jet Pro ANC On	over-ear	Innerfidelity
Sound Intone CX-05	HMS II.3 over-ear	Rtings
Sound Linear Fitz 10 Flat	711 in-ear	crinacle
Sound Rhyme DTE900 (off-off)	in-ear	ToneDeafMonk
Sound Rhyme DTE900 (off-on)	in-ear	ToneDeafMonk
Sound Rhyme DTE900 (on-off)	in-ear	ToneDeafMonk
Sound Rhyme DTE900 (on-on)	in-ear	ToneDeafMonk
Sound Rhyme Prado (off-off)	in-ear	ToneDeafMonk
Sound Rhyme Prado (off-on)	in-ear	ToneDeafMonk
Sound Rhyme Prado (on-off)	in-ear	ToneDeafMonk
Sound Rhyme Prado (on-on)	in-ear	ToneDeafMonk
Sound Rhyme SR5	in-ear	kr0mka
Sound Rhyme SR5	in-ear	ToneDeafMonk
Sound Rhyme SR7 (off-off)	in-ear	ToneDeafMonk
Sound Rhyme SR7 (off-on)	in-ear	ToneDeafMonk
Sound Rhyme SR7 (on-off)	in-ear	ToneDeafMonk
Sound Rhyme SR7 (on-on)	in-ear	ToneDeafMonk
SoundMAGIC E10	in-ear	Innerfidelity
SoundMAGIC E11	711 in-ear	crinacle
SoundMAGIC E11C	Bruel & Kjaer 5128 in-ear	HypetheSonics
SoundMAGIC E50C	in-ear	oratory1990
SoundMAGIC HP100	over-ear	Innerfidelity
SoundMAGIC HP200	over-ear	Innerfidelity
SoundMAGIC T60BT	in-ear	Hi End Portable
SoundPeats Air3	in-ear	Regan Cipher
SoundPeats Air3 Deluxe HS	in-ear	Regan Cipher
SoundPeats Air4 (ANC off)	in-ear	Regan Cipher
SoundPeats Air4 (ANC on)	in-ear	Regan Cipher
SoundPeats Air4 Pro	in-ear	Regan Cipher
SoundPeats Air4 Pro (ANC Off)	in-ear	DHRME
SoundPeats Air4 Pro (ANC on)	in-ear	DHRME
SoundPeats Air4 Pro (ANC on, SoundPEATS Classic)	in-ear	Regan Cipher
SoundPeats Air5 (ANC off, SoundPEATS Classic)	in-ear	Regan Cipher
SoundPeats Air5 (ANC on, SoundPEATS Classic)	in-ear	Regan Cipher
SoundPeats Air5 Pro	in-ear	Kazi
SoundPeats Air5 Pro (ANC off, SoundPEATS Classic)	in-ear	Regan Cipher
SoundPeats Air5 Pro (ANC on, SoundPEATS Classic)	in-ear	Regan Cipher
SoundPeats Breezy (ANC off)	earbud	Regan Cipher
SoundPeats Capsule 3 Pro	in-ear	Fahryst
SoundPeats Capsule 3 Pro	in-ear	Kazi
SoundPeats Capsule 3 Pro	in-ear	Regan Cipher
SoundPeats Capsule3 Pro+	in-ear	Jaytiss
SoundPeats Capsule3 Pro+ (ANC off, SoundPEATS Classic)	in-ear	Regan Cipher
SoundPeats Capsule3 Pro+ (ANC on, SoundPEATS Classic)	in-ear	Regan Cipher
SoundPeats Clear	in-ear	Regan Cipher
SoundPeats Engine	in-ear	DHRME
SoundPeats Engine 4	in-ear	Harpo
SoundPeats Engine 4	in-ear	Kazi
SoundPeats Engine 4	in-ear	Regan Cipher
SoundPeats Free 2 Classic	in-ear	DHRME
SoundPeats GoFree 2	earbud	Regan Cipher
SoundPeats H1	in-ear	Regan Cipher
SoundPeats H2	in-ear	Regan Cipher
SoundPeats Life	in-ear	Regan Cipher
SoundPeats Life Classic	in-ear	Regan Cipher
SoundPeats Mini	in-ear	Regan Cipher
SoundPeats Mini Pro	in-ear	DHRME
SoundPeats Mini Pro HS	in-ear	Regan Cipher
SoundPeats Mini Pro HS (ANC off)	in-ear	kr0mka
SoundPeats Mini Pro HS (ANC on)	in-ear	kr0mka
SoundPeats Opera05	in-ear	Kazi
SoundPeats Opera05	in-ear	Regan Cipher
SoundPeats Q9A	HMS II.3 in-ear	Rtings
SoundPeats RunFree	earbud	Regan Cipher
SoundPeats RunFree Lite	earbud	Regan Cipher
SoundPeats Space (ANC on)	over-ear	Regan Cipher
SoundPeats TrueFree	HMS II.3 in-ear	Rtings
SoundPeats TrueFree 2	HMS II.3 in-ear	Rtings
SoundPeats Wings2	earbud	Regan Cipher
SPC Gear Viro (breathable earpads)	over-ear	Filk
SPC Gear Viro (leather earpads)	over-ear	Filk
SPC Gear Viro (velour earpads)	over-ear	Filk
SPC Gear Viro 101M	in-ear	Filk
Spider Moonlight	over-ear	Headphone.com Legacy
Spider PowerForce	over-ear	Innerfidelity
Spider realvoice	in-ear	Innerfidelity
Spiral Ear SE 5-Way Ultimate	711 in-ear	crinacle
Spiral Ear SE 5-Way Ultimate	in-ear	oratory1990
Spirit Torino Centauri	over-ear	kr0mka
Spirit Torino Pulsar	over-ear	kr0mka
Spirit Torino Radiante	GRAS 43AG-7 over-ear	crinacle
Spirit Torino Superleggera	over-ear	kr0mka
Status Audio Between 3ANC	HMS II.3 in-ear	Rtings
Status Audio Between 3ANC (ANC Off)	in-ear	DHRME
Status Audio Between 3ANC (ANC on)	in-ear	DHRME
Status Audio Between Pro	HMS II.3 in-ear	Rtings
Status Audio BT One	HMS II.3 over-ear	Rtings
Status Audio BT One (wired)	over-ear	oratory1990
Status Audio BT One (wireless)	over-ear	oratory1990
Status Audio IEM-2X	in-ear	Super Review
Status Audio SM-CB1	over-ear	Innerfidelity
Status Audio SM-OB1	over-ear	Innerfidelity
Stax 4070	over-ear	Innerfidelity
Stax Lambda Nova Basic	over-ear	oratory1990
Stax Lambda Nova Signature	over-ear	Innerfidelity
Stax SR Lambda Pro Classic (bad seal)	over-ear	oratory1990
Stax SR-001 Mk1	711 in-ear	crinacle
Stax SR-001 Mk1 CES (CES-A1)	711 in-ear	crinacle
Stax SR-001 Mk2	711 in-ear	crinacle
Stax SR-002	711 in-ear	crinacle
Stax SR-003 SA-1993	in-ear	Innerfidelity
Stax SR-003MK2	in-ear	oratory1990
Stax SR-003MK2 (CES-A1)	in-ear	oratory1990
Stax SR-007	EARS + 711 over-ear	crinacle
Stax SR-007	over-ear	Innerfidelity
Stax SR-007	over-ear	oratory1990
Stax SR-007 Mk2.5	GRAS 43AG-7 over-ear	crinacle
Stax SR-007A v2.9	over-ear	oratory1990
Stax SR-007A v2.9 (blu-tac mod)	over-ear	oratory1990
Stax SR-009	EARS + 711 over-ear	crinacle
Stax SR-009	GRAS 43AG-7 over-ear	crinacle
Stax SR-009	over-ear	Innerfidelity
Stax SR-009	over-ear	oratory1990
Stax SR-009 (sample 1)	over-ear	Innerfidelity
Stax SR-009 (serial number SZ9-1278)	over-ear	Innerfidelity
Stax SR-009S	EARS + 711 over-ear	crinacle
Stax SR-009S	GRAS 43AG-7 over-ear	crinacle
Stax SR-009S	over-ear	oratory1990
Stax SR-1	over-ear	Innerfidelity
Stax SR-207	over-ear	Innerfidelity
Stax SR-207 (EP-507 leather earpads)	over-ear	Innerfidelity
Stax SR-3	GRAS 43AG-7 over-ear	crinacle
Stax SR-3	over-ear	Innerfidelity
Stax SR-40	GRAS 43AG-7 over-ear	crinacle
Stax SR-40 Electret SR4 Adapter	over-ear	Innerfidelity
Stax SR-404	GRAS 43AG-7 over-ear	crinacle
Stax SR-404	over-ear	oratory1990
Stax SR-404 (with perfect seal)	over-ear	oratory1990
Stax SR-404 Limited	GRAS 43AG-7 over-ear	crinacle
Stax SR-404 Ltd SSL-0670	over-ear	Innerfidelity
Stax SR-404 S 2742	over-ear	Innerfidelity
Stax SR-404LE	over-ear	oratory1990
Stax SR-404LE (with perfect seal)	over-ear	oratory1990
Stax SR-4070	GRAS 43AG-7 over-ear	crinacle
Stax SR-5 Gold	over-ear	oratory1990
Stax SR-507	GRAS 43AG-7 over-ear	crinacle
Stax SR-507	over-ear	Innerfidelity
Stax SR-84	GRAS 43AG-7 over-ear	crinacle
Stax SR-Gamma Pro	over-ear	Innerfidelity
Stax SR-L300	EARS + 711 over-ear	crinacle
Stax SR-L300	GRAS 43AG-7 over-ear	crinacle
Stax SR-L300	over-ear	Innerfidelity
Stax SR-L300	HMS II.3 over-ear	Rtings
Stax SR-L300 Limited	GRAS 43AG-7 over-ear	crinacle
Stax SR-L300 LTD	over-ear	oratory1990
Stax SR-L300 LTD (L700 earpads)	over-ear	oratory1990
Stax SR-L500	EARS + 711 over-ear	crinacle
Stax SR-L500	GRAS 43AG-7 over-ear	crinacle
Stax SR-L500	over-ear	oratory1990
Stax SR-L500 (blu-tac mod)	over-ear	oratory1990
Stax SR-L500 (Vesper earpads)	over-ear	oratory1990
Stax SR-L700	EARS + 711 over-ear	crinacle
Stax SR-L700	GRAS 43AG-7 over-ear	crinacle
Stax SR-L700	over-ear	Kuulokenurkka
Stax SR-L700	over-ear	oratory1990
Stax SR-L700 (blu-tac mod)	over-ear	oratory1990
Stax SR-Lambda Pro	GRAS 43AG-7 over-ear	crinacle
Stax SR-Lambda Pro	over-ear	oratory1990
Stax SR-Lambda Pro Classic	over-ear	oratory1990
Stax SR-Lambda Signature	over-ear	Innerfidelity
Stax SR-Lambda Spirit	over-ear	Kuulokenurkka
Stax SR-Sigma 07381	over-ear	Innerfidelity
Stax SR-X Mk2	GRAS 43AG-7 over-ear	crinacle
Stax SR-X Mk3 Pro	over-ear	Innerfidelity
Stax SR-X1	over-ear	Kuulokenurkka
Stax SR-X1	over-ear	oratory1990
Stax SR-X1 (weak seal)	over-ear	Kuulokenurkka
Stax SR-X9000	over-ear	oratory1990
Stealthsonics U2	711 in-ear	crinacle
Stealthsonics U4	711 in-ear	crinacle
Stealthsonics U9	711 in-ear	crinacle
Stealthsonics U9 JDM	711 in-ear	crinacle
SteelSeries Arctis 1	HMS II.3 over-ear	Rtings
SteelSeries Arctis 1 Wireless	HMS II.3 over-ear	Rtings
SteelSeries Arctis 3 2019 Edition	HMS II.3 over-ear	Rtings
SteelSeries Arctis 5 2019 Edition	HMS II.3 over-ear	Rtings
SteelSeries Arctis 7 2019 Edition	HMS II.3 over-ear	Rtings
SteelSeries Arctis 7 Wireless 2017	HMS II.3 over-ear	Rtings
SteelSeries Arctis 7+	HMS II.3 over-ear	Rtings
SteelSeries Arctis 7P	HMS II.3 over-ear	Rtings
SteelSeries Arctis 7P+	HMS II.3 over-ear	Rtings
SteelSeries Arctis 7X	HMS II.3 over-ear	Rtings
SteelSeries Arctis 9	HMS II.3 over-ear	Rtings
SteelSeries Arctis 9X	HMS II.3 over-ear	Rtings
SteelSeries Arctis Nova 1	HMS II.3 over-ear	Rtings
SteelSeries Arctis Nova 3	HMS II.3 over-ear	Rtings
SteelSeries Arctis Nova 5	Bruel & Kjaer 5128 over-ear	Rtings
SteelSeries Arctis Nova 7	Bruel & Kjaer 5128 over-ear	Rtings
SteelSeries Arctis Nova Pro	Bruel & Kjaer 5128 over-ear	Rtings
SteelSeries Arctis Nova Pro Wireless	Bruel & Kjaer 5128 over-ear	Rtings
SteelSeries Arctis Nova Pro Wireless (Bluetooth, ANC off)	over-ear	oratory1990
SteelSeries Arctis Nova Pro Wireless (Bluetooth, ANC on)	over-ear	oratory1990
SteelSeries Arctis Nova Pro Wireless (wired)	over-ear	oratory1990
SteelSeries Arctis Prime	HMS II.3 over-ear	Rtings
SteelSeries Arctis Pro	Bruel & Kjaer 5128 over-ear	Rtings
SteelSeries Arctis Pro GameDAC	HMS II.3 over-ear	Rtings
SteelSeries Flux In-Ear	in-ear	Innerfidelity
SteelSeries Flux InEar Pro	in-ear	Innerfidelity
SteelSeries GameBuds (ANC off)	in-ear	Filk
SteelSeries GameBuds (ANC on)	in-ear	Filk
SteelSeries Siberia 200	HMS II.3 over-ear	Rtings
SteelSeries Tusq	HMS II.3 in-ear	Rtings
StereoPravda SB7	711 in-ear	crinacle
Sterling TE-400	over-ear	Innerfidelity
Steven Slate Audio VSX (passive plugin inactive))	over-ear	oratory1990
Superlux HD 651	over-ear	oratory1990
Superlux HD 660	over-ear	oratory1990
Superlux HD 660 Pro 150 Ohm	over-ear	oratory1990
Superlux HD 662F	over-ear	oratory1990
Superlux HD 662F (Brainwavz round XL pleather earpads)	over-ear	oratory1990
Superlux HD 668B	over-ear	Headphone.com Legacy
Superlux HD 668B	over-ear	Innerfidelity
Superlux HD 668B	over-ear	oratory1990
Superlux HD 668B	HMS II.3 over-ear	Rtings
Superlux HD 668B (velour earpads)	over-ear	oratory1990
Superlux HD 681	over-ear	Headphone.com Legacy
Superlux HD 681	over-ear	Innerfidelity
Superlux HD 681	over-ear	oratory1990
Superlux HD 681	Bruel & Kjaer 5128 over-ear	Rtings
Superlux HD 681 (velour earpads)	over-ear	oratory1990
Superlux HD 681 EVO	HMS II.3 over-ear	Rtings
Superlux Hd 681B (Brainwavz round hybrid earpads)	over-ear	oratory1990
Superlux HD 681B (pleather earpads)	over-ear	oratory1990
Superlux HD 681B (velour earpads)	over-ear	oratory1990
SWEEAR SR11	in-ear	Jaytiss
Swimbuds Waterproof Headphones	HMS II.3 in-ear	Rtings
Symphonium Audio Aurora	711 in-ear	crinacle
Symphonium Audio Crimson	in-ear	Jaytiss
Symphonium Audio Crimson	in-ear	Kazi
Symphonium Audio Giant	in-ear	Jaytiss
Symphonium Audio Helios	711 in-ear	crinacle
Symphonium Audio Helios	in-ear	freeryder05
Symphonium Audio Helios	in-ear	Hi End Portable
Symphonium Audio Helios	GRAS RA0045 in-ear	HypetheSonics
Symphonium Audio Helios	in-ear	Super Review
Symphonium Audio Helios SE	in-ear	freeryder05
Symphonium Audio Helios SE	in-ear	Super Review
Symphonium Audio Meteor	in-ear	Fahryst
Symphonium Audio Meteor	in-ear	freeryder05
Symphonium Audio Meteor	in-ear	Jaytiss
Symphonium Audio Meteor	in-ear	Super Review
Symphonium Audio Meteor	in-ear	Ted's Squig Hoard
Symphonium Audio Meteor (AZLA eartips)	in-ear	freeryder05
Symphonium Audio Meteor (Comply eartips)	in-ear	freeryder05
Symphonium Audio Meteor (JVC Spiral Dot eartips)	in-ear	freeryder05
Symphonium Audio Meteor (SpinFit CP145 eartips)	in-ear	freeryder05
Symphonium Audio Mirage	711 in-ear	crinacle
Symphonium Audio Titan	in-ear	Super Review
Symphonium Audio Titan	in-ear	ToneDeafMonk
Symphonium Audio Triton	711 in-ear	crinacle
Symphonium Audio Triton	in-ear	Super Review
Symphonium Audio X Elise Audio Europa	in-ear	Jaytiss
Symphonized NRG 3.0	HMS II.3 in-ear	Rtings
SymphonyEars Hexad	in-ear	Jaytiss
SymphonyEars Tetrad MK1	in-ear	ToneDeafMonk
Syun ME1 Gold	in-ear	Innerfidelity
Syun Mix1 Gold	in-ear	Innerfidelity
T+A Solitaire P	over-ear	Kuulokenurkka
T+A Solitaire P	over-ear	oratory1990
T+A Solitaire PSE	over-ear	Kuulokenurkka
T+A Solitaire PSE	over-ear	oratory1990
T+A Solitaire T (ANC on)	over-ear	Kuulokenurkka
T+A Solitaire T (passive)	over-ear	Kuulokenurkka
T-Peos Altone 200 2014	in-ear	Innerfidelity
T-Peos H-100	in-ear	Innerfidelity
T-Peos Popular	in-ear	Innerfidelity
T-Peos Rich 200	in-ear	Innerfidelity
T-Peos Spider	in-ear	Innerfidelity
T-Peos Tank	in-ear	Innerfidelity
T-Peos U200R	in-ear	Innerfidelity
TAGO STUDIO T3-02	711 in-ear	crinacle
Takstar Pro 80	over-ear	Innerfidelity
Takstar Pro 82	over-ear	oratory1990
Tanchjim 4U	in-ear	Jaytiss
Tanchjim 4U (atmophere)	in-ear	Jaytiss
Tanchjim 4U (atmophere)	in-ear	Super Review
Tanchjim 4U (monitoring)	in-ear	Jaytiss
Tanchjim 4U (monitoring)	in-ear	Super Review
Tanchjim 4U (natural)	in-ear	Jaytiss
Tanchjim 4U (natural)	in-ear	Super Review
Tanchjim 4U (pop)	in-ear	Jaytiss
Tanchjim 4U (pop)	in-ear	Super Review
Tanchjim Bunny	in-ear	Jaytiss
Tanchjim Bunny (analog)	in-ear	Super Review
Tanchjim Bunny (analog)	in-ear	ToneDeafMonk
Tanchjim Bunny (USB)	in-ear	Super Review
Tanchjim Bunny (USB)	in-ear	ToneDeafMonk
Tanchjim Cora	711 in-ear	crinacle
Tanchjim Cora	in-ear	Hi End Portable
Tanchjim Darling	711 in-ear	crinacle
Tanchjim Darling	Bruel & Kjaer 4620 in-ear	crinacle
Tanchjim Darling	GRAS RA0045 in-ear	HypetheSonics
Tanchjim Darling	in-ear	Super Review
Tanchjim Echo	711 in-ear	crinacle
Tanchjim Echo	in-ear	RikudouGoku
Tanchjim Echo	in-ear	Super Review
Tanchjim Echo (Tanchjim Echo filter)	in-ear	RikudouGoku
Tanchjim Fission (gold nozzle, atmosphere switch)	in-ear	Super Review
Tanchjim Fission (nickel nozzle, atmosphere switch)	in-ear	Super Review
Tanchjim Fission (silver nozzle, atmosphere switch)	in-ear	Super Review
Tanchjim Fission (silver nozzle, monitoring switch)	in-ear	Super Review
Tanchjim Fission (silver nozzle, natural switch)	in-ear	Super Review
Tanchjim Fission (silver nozzle, pop switch)	in-ear	Super Review
Tanchjim Fission (USB cable)	in-ear	ToneDeafMonk
Tanchjim Fission Gold	in-ear	Jaytiss
Tanchjim Hana	711 in-ear	crinacle
Tanchjim Hana	in-ear	RikudouGoku
Tanchjim Hana	in-ear	Super Review
Tanchjim Hana (AZLA Sedna Light eartips)	in-ear	Super Review
Tanchjim Hana (Final Audio Type E eartips)	in-ear	Super Review
Tanchjim HANA 2021	in-ear	Bakkwatan
Tanchjim Hana 2021	711 in-ear	crinacle
Tanchjim HANA 2021	Bruel & Kjaer 4620 in-ear	crinacle
Tanchjim HANA 2021	in-ear	Harpo
Tanchjim HANA 2021	in-ear	Jaytiss
Tanchjim Hana 2021	in-ear	Super Review
Tanchjim Kara	in-ear	Hi End Portable
Tanchjim Kara	in-ear	Jaytiss
Tanchjim Kara	in-ear	Super Review
Tanchjim Mino	in-ear	Jaytiss
Tanchjim Ola	711 in-ear	crinacle
Tanchjim Ola	Bruel & Kjaer 4620 in-ear	crinacle
Tanchjim Ola	in-ear	Filk
Tanchjim Ola	in-ear	freeryder05
Tanchjim Ola	in-ear	Harpo
Tanchjim Ola	in-ear	kr0mka
Tanchjim Ola	in-ear	Super Review
Tanchjim Ola (no filter)	in-ear	Super Review
Tanchjim One	in-ear	Fahryst
Tanchjim One	in-ear	Harpo
Tanchjim One	in-ear	ToneDeafMonk
Tanchjim ONE (3.5 mm cable)	in-ear	Super Review
Tanchjim One (USB)	in-ear	Super Review
Tanchjim One DSP	in-ear	Fahryst
Tanchjim One DSP	in-ear	kr0mka
Tanchjim Origin	in-ear	Jaytiss
Tanchjim Origin (D nozzle)	in-ear	Super Review
Tanchjim Origin (D nozzle)	in-ear	ToneDeafMonk
Tanchjim Origin (L nozzle)	in-ear	Super Review
Tanchjim Origin (L nozzle)	in-ear	ToneDeafMonk
Tanchjim Origin (S nozzle)	in-ear	Super Review
Tanchjim Origin (S nozzle)	in-ear	ToneDeafMonk
Tanchjim Oxygen	711 in-ear	crinacle
Tanchjim Oxygen	Bruel & Kjaer 4620 in-ear	crinacle
Tanchjim Oxygen	in-ear	RikudouGoku
Tanchjim Oxygen	in-ear	Super Review
Tanchjim Prism	711 in-ear	crinacle
Tanchjim Prism	Bruel & Kjaer 4620 in-ear	crinacle
Tanchjim Prism (bass eartips)	in-ear	Super Review
Tanchjim Prism (treble eartips)	in-ear	Super Review
Tanchjim Tanya	711 in-ear	crinacle
Tanchjim Tanya	Bruel & Kjaer 4620 in-ear	crinacle
Tanchjim Tanya	in-ear	Fahryst
Tanchjim Tanya	in-ear	Filk
Tanchjim Tanya	in-ear	freeryder05
Tanchjim Tanya	in-ear	Harpo
Tanchjim Tanya	in-ear	RikudouGoku
Tanchjim Tanya	in-ear	Super Review
Tanchjim Tanya DSP	in-ear	kr0mka
Tanchjim Zero	711 in-ear	crinacle
Tanchjim Zero	Bruel & Kjaer 4620 in-ear	crinacle
Tanchjim Zero	in-ear	Filk
Tanchjim Zero	in-ear	Super Review
TANGZU BaJie	in-ear	Jaytiss
TANGZU Fudu	in-ear	Harpo
TANGZU Fudu	in-ear	RikudouGoku
TANGZU Princess Chang Le	in-ear	Bakkwatan
TANGZU Princess Chang Le	in-ear	Fahryst
TANGZU Shimin Li	in-ear	Fahryst
TANGZU Wan'er 2	in-ear	Jaytiss
TANGZU Wan'er S.G	in-ear	Bakkwatan
TANGZU Wan'er S.G	711 in-ear	crinacle
TANGZU Wan'er S.G	Bruel & Kjaer 4620 in-ear	crinacle
TANGZU Wan'er S.G	in-ear	Fahryst
TANGZU Wan'er S.G	in-ear	Harpo
TANGZU Wan'er S.G	in-ear	Kazi
TANGZU Wan'er S.G	in-ear	Super Review
TANGZU x HBB XuanNv	in-ear	Jaytiss
TANGZU x HBB Zetian Wu Heyday Edition	in-ear	Bakkwatan
TANGZU x HBB Zetian Wu Heyday Edition	in-ear	Fahryst
TANGZU x HBB Zetian Wu Heyday Edition	in-ear	Super Review
TANGZU x SeeAudio Shimin Li Encounter Edition	in-ear	Bakkwatan
TANGZU Yuan Li Dark Force	in-ear	Fahryst
TANGZU YuXuanJi	in-ear	Jaytiss
TANGZU Zetian Wu	in-ear	Bakkwatan
TANGZU Zetian Wu	711 in-ear	crinacle
TANGZU Zetian Wu	in-ear	Fahryst
TANGZU Zetian Wu	in-ear	Harpo
TANGZU Zetian Wu	in-ear	Jaytiss
TANGZU Zetian Wu	in-ear	Super Review
Tansio Mirai (TSMR) X 10th Anniversary (off-off-off)	in-ear	Fahryst
Tansio Mirai (TSMR) X 10th Anniversary (off-off-on)	in-ear	Fahryst
Tansio Mirai (TSMR) X 10th Anniversary (off-on-off)	in-ear	Fahryst
Tansio Mirai (TSMR) X 10th Anniversary (off-on-on)	in-ear	Fahryst
Tansio Mirai (TSMR) X 10th Anniversary (on-off-off)	in-ear	Fahryst
Tansio Mirai (TSMR) X 10th Anniversary (on-off-on)	in-ear	Fahryst
Tansio Mirai (TSMR) X 10th Anniversary (on-on-off)	in-ear	Fahryst
Tansio Mirai (TSMR) X 10th Anniversary (on-on-on)	in-ear	Fahryst
